Name,Age,Season,Team,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,Name-additional
Dylan King*,20,2023,North Carolina,12,16,12,1,3,2,0,0,3,0,0,3,2,0.25,0.438,0.417,0.854,5,0,1,0,0,0,,player.fcgi?id=king--003dyl
Alberto Osuna,22,2023,North Carolina,52,212,179,33,40,8,0,11,27,0,1,24,64,0.223,0.336,0.453,0.789,81,5,7,1,1,0,,player.fcgi?id=osuna-000alb
Max Riemer*,23,2023,North Carolina,21,39,35,3,5,0,0,1,2,0,0,2,8,0.143,0.231,0.229,0.459,8,1,2,0,0,0,,player.fcgi?id=riemer000max
Hunter Stokely*,22,2023,North Carolina,56,230,199,37,63,15,1,6,36,0,0,23,53,0.317,0.406,0.492,0.899,98,4,7,1,0,0,,player.fcgi?id=stokel000hun
Jackson Van De Brake,21,2023,North Carolina,58,271,218,48,67,15,0,8,48,1,2,41,38,0.307,0.439,0.486,0.925,106,6,11,0,1,0,,player.fcgi?id=vandeb001jac
Colby Wilkerson#,22,2023,North Carolina,60,257,210,36,52,9,1,2,29,2,1,37,41,0.248,0.37,0.329,0.699,69,7,5,3,2,0,,player.fcgi?id=wilker000col
Patrick Alvarez,23,2024,North Carolina,11,9,8,1,1,0,0,0,0,0,0,1,2,0.125,0.222,0.125,0.347,1,0,0,0,0,0,,player.fcgi?id=alvare000pat
Johnny Castagnozzi,22,2024,North Carolina,28,51,43,6,10,3,0,0,6,0,0,6,12,0.233,0.333,0.302,0.636,13,1,1,0,1,0,,player.fcgi?id=castag000joh
Casey Cook*,21,2024,North Carolina,64,305,258,67,88,12,1,18,78,7,0,36,55,0.341,0.431,0.605,1.036,156,2,7,1,3,1,,player.fcgi?id=cook--000cas
Kaleb Cost,19,2024,North Carolina,9,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,player.fcgi?id=cost--000kal
Eliot Dix*,23,2024,North Carolina,9,15,11,3,1,1,0,0,1,0,0,1,1,0.091,0.333,0.182,0.515,2,0,3,0,0,0,,player.fcgi?id=dix---000eli
Anthony Donofrio*,24,2024,North Carolina,61,285,236,60,77,19,6,7,53,19,3,45,45,0.326,0.435,0.547,0.982,129,3,2,0,2,0,,player.fcgi?id=donofr003ant
Carter French*,20,2024,North Carolina,19,8,6,2,1,0,0,0,0,1,0,2,3,0.167,0.375,0.167,0.542,1,0,0,0,0,0,,player.fcgi?id=french000car
Ryker Galaska*,21,2024,North Carolina,3,3,2,0,0,0,0,0,0,0,0,1,1,0,0.333,0,0.333,0,0,0,0,0,0,,player.fcgi?id=galask000ryk
Gavin Gallaher,19,2024,North Carolina,53,209,175,41,55,7,0,8,38,5,0,26,42,0.314,0.392,0.491,0.884,86,4,1,0,7,1,,player.fcgi?id=gallah000gav
Parks Harber,22,2024,North Carolina,61,273,233,57,80,9,1,20,63,4,0,35,54,0.343,0.425,0.648,1.073,151,0,1,0,4,0,,player.fcgi?id=harber000par
Parker Haskin*,24,2024,North Carolina,20,16,13,3,3,1,0,0,1,0,0,3,3,0.231,0.375,0.308,0.683,4,1,0,0,0,0,,player.fcgi?id=haskin000par
Vance Honeycutt,21,2024,North Carolina,62,302,255,88,81,13,2,28,70,28,4,36,83,0.318,0.41,0.714,1.124,182,1,6,2,3,1,,player.fcgi?id=honeyc000rob
Alex Madera*,23,2024,North Carolina,63,281,228,53,69,9,2,2,34,9,3,42,43,0.303,0.407,0.386,0.793,88,2,0,8,3,0,,player.fcgi?id=madera001ale
Alberto Osuna,23,2024,North Carolina,62,271,231,43,65,17,0,14,56,1,0,34,56,0.281,0.376,0.537,0.913,124,3,3,0,3,0,,player.fcgi?id=osuna-000alb
Luke Stevenson*,19,2024,North Carolina,64,269,215,43,61,8,2,14,58,2,0,48,55,0.284,0.42,0.535,0.955,115,3,4,0,2,2,,player.fcgi?id=steven001luk
Hunter Stokely*,23,2024,North Carolina,3,3,2,1,1,0,0,0,0,0,0,1,1,0.5,0.667,0.5,1.167,1,0,0,0,0,0,,player.fcgi?id=stokel000hun
Jackson Van De Brake,22,2024,North Carolina,48,105,80,21,17,4,0,1,11,5,0,21,20,0.213,0.39,0.3,0.69,24,2,3,0,1,1,,player.fcgi?id=vandeb001jac
Colby Wilkerson#,23,2024,North Carolina,64,260,215,48,58,13,1,3,33,1,1,26,51,0.27,0.37,0.381,0.751,82,8,10,6,3,0,,player.fcgi?id=wilker000col
Sam Angelo*,24,2025,North Carolina,43,122,105,17,25,4,0,6,22,0,0,16,27,0.238,0.344,0.448,0.792,47,2,1,0,0,1,,player.fcgi?id=angelo000sam
Tyson Bass,22,2025,North Carolina,61,273,233,48,68,10,1,11,47,12,2,34,72,0.292,0.393,0.485,0.878,113,5,5,1,0,0,,player.fcgi?id=bass--000tys
Sawyer Black*,19,2025,North Carolina,16,46,37,7,11,1,0,3,6,1,0,5,14,0.297,0.409,0.568,0.977,21,0,2,2,0,0,,player.fcgi?id=black-000saw
Macaddin Dye,20,2025,North Carolina,25,47,37,3,3,0,0,1,4,0,0,2,18,0.081,0.239,0.162,0.401,6,1,6,1,1,0,,player.fcgi?id=dye---000mac
Carter French*,21,2025,North Carolina,37,122,100,21,28,0,0,0,12,2,1,12,19,0.28,0.357,0.28,0.637,28,3,1,7,2,0,,player.fcgi?id=french000car
Gavin Gallaher,20,2025,North Carolina,61,281,237,54,77,13,1,17,68,5,2,33,45,0.325,0.409,0.603,1.013,143,5,5,0,6,0,,player.fcgi?id=gallah000gav
Perry Hargett,19,2025,North Carolina,29,87,70,20,15,5,1,2,15,2,1,10,19,0.214,0.333,0.4,0.733,28,1,3,3,1,0,,player.fcgi?id=harget000per
Reece Holbrook*,23,2025,North Carolina,18,11,8,8,2,0,1,0,3,1,0,0,3,0.25,0.333,0.5,0.833,4,0,1,2,0,0,,player.fcgi?id=holbro000ree
Rom Kellis,21,2025,North Carolina,28,79,71,10,16,5,0,1,10,4,1,7,24,0.225,0.291,0.338,0.629,24,1,0,0,1,0,,player.fcgi?id=kellis000rom
Kane Kepley*,21,2025,North Carolina,61,309,234,74,68,13,7,3,30,45,4,44,22,0.291,0.451,0.444,0.896,104,2,27,1,3,0,,player.fcgi?id=kepley000kan
Alex Madera*,24,2025,North Carolina,61,272,226,44,75,8,1,2,38,13,1,40,35,0.332,0.432,0.403,0.834,91,5,2,1,3,0,,player.fcgi?id=madera001ale
Parker McCoy,20,2025,North Carolina,3,6,5,0,2,1,0,0,1,0,0,1,2,0.4,0.5,0.6,1.1,3,0,0,0,0,0,,player.fcgi?id=mccoy-001par
Lee Sowers*,19,2025,North Carolina,8,15,14,2,5,0,0,0,4,0,1,1,4,0.357,0.4,0.357,0.757,5,0,0,0,0,0,,player.fcgi?id=sowers000lee
Luke Stevenson*,20,2025,North Carolina,61,290,223,61,56,10,0,19,58,2,1,59,70,0.251,0.414,0.552,0.965,123,6,5,0,3,5,,player.fcgi?id=steven001luk
Hunter Stokely*,24,2025,North Carolina,61,278,237,53,77,13,0,14,65,4,0,28,59,0.325,0.41,0.557,0.967,132,3,9,0,4,1,,player.fcgi?id=stokel000hun
Jackson Van De Brake,23,2025,North Carolina,61,284,232,57,71,16,3,8,58,4,0,41,49,0.306,0.411,0.504,0.916,117,3,4,2,5,0,,player.fcgi?id=vandeb001jac
Logan Bible,21,2013,Virginia Tech,15,5,5,4,2,1,0,0,0,1,0,0,0,0.4,0.4,0.6,1,3,,0,0,0,0,,player.fcgi?id=bible-000log
Ryan Burns,--,2013,Virginia Tech,21,50,47,8,16,4,0,0,6,0,0,2,9,0.34,0.367,0.426,0.793,20,,0,1,0,0,,player.fcgi?id=burns-000rya
Matt Dauby?,--,2013,Virginia Tech,38,86,80,9,20,2,0,0,6,1,0,4,24,0.25,0.294,0.275,0.569,22,,1,1,0,1,,player.fcgi?id=dauby-000mat
Brendon Hayden*,20,2013,Virginia Tech,61,225,197,24,41,9,0,4,29,2,1,20,44,0.208,0.284,0.315,0.599,62,,2,3,3,0,,player.fcgi?id=hayden000bre
Tyler Horan*,22,2013,Virginia Tech,61,276,252,57,86,25,4,11,50,4,3,18,38,0.341,0.391,0.603,0.994,152,,4,0,2,1,,player.fcgi?id=horan-000tyl
Sean Keselica*,20,2013,Virginia Tech,56,244,214,40,65,11,1,5,31,2,5,16,42,0.304,0.366,0.435,0.8,93,,6,6,2,0,,player.fcgi?id=keseli000sea
Andrew Mogg,19,2013,Virginia Tech,5,3,2,0,0,0,0,0,1,0,0,1,1,0,0.333,0,0.333,0,,0,0,0,0,,player.fcgi?id=mogg--000and
Chad Morgan,22,2013,Virginia Tech,50,189,172,18,42,9,1,2,24,4,2,12,27,0.244,0.299,0.343,0.642,59,,2,2,1,0,,player.fcgi?id=morgan006cha
Alex Perez*,20,2013,Virginia Tech,61,274,227,37,52,8,1,1,24,3,3,41,29,0.229,0.347,0.286,0.633,65,,0,6,0,1,,player.fcgi?id=perez-009ale
Chad Pinder,21,2013,Virginia Tech,59,272,236,49,76,13,1,8,50,5,4,20,38,0.322,0.404,0.487,0.892,115,,14,0,2,2,,player.fcgi?id=pinder000cha
Andrew Rash,23,2013,Virginia Tech,60,261,234,36,74,22,2,10,61,5,3,12,56,0.316,0.37,0.556,0.925,130,,9,4,2,2,,player.fcgi?id=rash--000and
Gary Schneider,21,2013,Virginia Tech,39,161,140,29,46,7,1,2,11,8,2,5,23,0.329,0.391,0.436,0.827,61,,10,5,1,0,,player.fcgi?id=schnei002gar
Phil Sciretta,20,2013,Virginia Tech,9,7,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=sciret000phi
Kyle Wernicki,21,2013,Virginia Tech,43,135,117,21,28,2,2,2,13,2,4,9,25,0.239,0.308,0.342,0.65,40,,3,5,1,0,,player.fcgi?id=wernic000kyl
Mark Zagunis,20,2013,Virginia Tech,61,272,227,62,78,14,3,9,51,19,5,32,28,0.344,0.438,0.551,0.988,125,,9,0,4,2,,player.fcgi?id=zaguni000mar
Logan Bible,22,2014,Virginia Tech,31,57,45,6,18,2,0,0,8,3,1,5,11,0.4,0.5,0.444,0.944,20,,4,3,0,0,,player.fcgi?id=bible-000log
Ryan Burns,--,2014,Virginia Tech,14,33,32,2,4,0,0,0,0,0,0,1,2,0.125,0.152,0.125,0.277,4,,0,0,0,0,,player.fcgi?id=burns-000rya
Mac Caples,--,2014,Virginia Tech,8,11,11,1,1,0,0,0,0,0,0,0,2,0.091,0.091,0.091,0.182,1,,0,0,0,0,,player.fcgi?id=caples000mac
Miguel Ceballos,19,2014,Virginia Tech,33,99,80,11,20,4,1,0,10,4,1,15,15,0.25,0.388,0.325,0.713,26,,3,1,0,0,,player.fcgi?id=ceball000mig
Rahiem Cooper,--,2014,Virginia Tech,2,5,5,0,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,1,,0,0,0,0,,player.fcgi?id=cooper000rah
Matt Dauby?,--,2014,Virginia Tech,17,61,53,9,12,4,0,1,8,0,0,4,13,0.226,0.305,0.358,0.664,19,,2,2,0,0,,player.fcgi?id=dauby-000mat
Brendon Hayden*,21,2014,Virginia Tech,53,243,199,35,60,16,1,7,43,2,1,31,49,0.302,0.407,0.497,0.905,99,,8,0,5,2,,player.fcgi?id=hayden000bre
Saige Jenco*,19,2014,Virginia Tech,51,245,192,38,62,5,0,1,16,20,6,40,23,0.323,0.449,0.365,0.814,70,,4,9,0,1,,player.fcgi?id=jenco-000sai
Sean Keselica*,21,2014,Virginia Tech,53,233,201,25,55,10,1,0,36,2,0,23,40,0.274,0.355,0.333,0.688,67,,4,2,3,2,,player.fcgi?id=keseli000sea
Andrew Mogg,20,2014,Virginia Tech,17,50,43,1,6,2,0,0,4,0,0,4,9,0.14,0.208,0.186,0.394,8,,0,2,1,0,,player.fcgi?id=mogg--000and
Alex Perez*,21,2014,Virginia Tech,53,250,209,29,52,6,3,0,24,2,1,30,34,0.249,0.347,0.306,0.653,64,,3,5,3,0,,player.fcgi?id=perez-009ale
Phil Sciretta,21,2014,Virginia Tech,40,99,91,7,36,1,0,0,13,1,1,5,18,0.396,0.433,0.407,0.84,37,,1,2,0,0,,player.fcgi?id=sciret000phi
Tom Stoffel*,20,2014,Virginia Tech,41,118,93,13,27,2,0,0,11,2,1,15,24,0.29,0.412,0.312,0.724,29,,5,4,1,0,,player.fcgi?id=stoffe000tim
Ricky Surum,19,2014,Virginia Tech,47,150,125,17,31,8,1,0,12,1,1,8,35,0.248,0.307,0.328,0.635,41,,3,13,1,0,,player.fcgi?id=surum-000ric
Ryan Tufts,19,2014,Virginia Tech,31,101,82,13,19,2,0,0,7,2,1,12,23,0.232,0.344,0.256,0.6,21,,2,5,0,0,,player.fcgi?id=tufts-001rya
Kyle Wernicki,22,2014,Virginia Tech,49,158,137,17,35,6,1,1,12,5,3,14,22,0.255,0.34,0.336,0.676,46,,4,2,1,0,,player.fcgi?id=wernic000kyl
Mark Zagunis,21,2014,Virginia Tech,53,251,209,44,69,10,2,2,39,16,3,32,20,0.33,0.426,0.426,0.852,89,,6,0,4,5,,player.fcgi?id=zaguni000mar
Nick Anderson?,--,2015,Virginia Tech,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=anders004nic
Logan Bible,23,2015,Virginia Tech,23,50,45,9,9,0,0,0,5,5,0,5,8,0.2,0.28,0.2,0.48,9,,0,0,0,0,,player.fcgi?id=bible-000log
Ryan Burns,--,2015,Virginia Tech,3,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,,player.fcgi?id=burns-000rya
Mac Caples,--,2015,Virginia Tech,35,121,95,16,19,2,0,2,10,0,0,13,28,0.2,0.367,0.284,0.651,27,,12,1,0,0,,player.fcgi?id=caples000mac
Miguel Ceballos,20,2015,Virginia Tech,21,73,58,2,11,5,0,0,8,1,1,9,19,0.19,0.3,0.276,0.576,16,,1,3,2,0,,player.fcgi?id=ceball000mig
Rahiem Cooper,--,2015,Virginia Tech,33,117,103,25,23,3,1,1,8,1,2,10,29,0.223,0.299,0.301,0.6,31,,2,0,2,0,,player.fcgi?id=cooper000rah
Matt Dauby?,--,2015,Virginia Tech,18,12,10,2,2,1,0,0,0,1,0,2,4,0.2,0.333,0.3,0.633,3,,0,0,0,0,,player.fcgi?id=dauby-000mat
Sam Fragale,20,2015,Virginia Tech,35,93,84,9,16,2,1,1,10,0,0,3,30,0.19,0.242,0.274,0.516,23,,3,2,1,0,,player.fcgi?id=fragal000sam
Joe Freiday,19,2015,Virginia Tech,19,48,45,8,10,4,0,0,4,0,0,3,21,0.222,0.271,0.311,0.582,14,,0,0,0,0,,player.fcgi?id=freida000joe
Brendon Hayden*,22,2015,Virginia Tech,54,247,212,40,65,17,0,11,51,1,0,28,40,0.307,0.389,0.542,0.931,115,,3,0,4,5,,player.fcgi?id=hayden000bre
Garrett Hudson,--,2015,Virginia Tech,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,,0,0,0,0,,player.fcgi?id=hudson002gar
Saige Jenco*,20,2015,Virginia Tech,48,233,206,29,68,13,3,3,27,10,1,22,34,0.33,0.394,0.466,0.86,96,,1,2,2,1,,player.fcgi?id=jenco-000sai
Sean Keselica*,22,2015,Virginia Tech,49,132,115,11,36,7,0,0,19,2,0,13,15,0.313,0.394,0.374,0.768,43,,3,0,1,0,,player.fcgi?id=keseli000sea
Andrew Mogg,21,2015,Virginia Tech,48,165,143,17,32,9,0,2,19,0,0,13,36,0.224,0.291,0.329,0.62,47,,1,7,1,0,,player.fcgi?id=mogg--000and
Erik Payne,22,2015,Virginia Tech,54,250,207,43,71,13,0,9,53,1,3,32,44,0.343,0.444,0.536,0.98,111,,8,0,3,2,,player.fcgi?id=payne-000eri
Alex Perez*,22,2015,Virginia Tech,54,256,205,56,66,9,7,5,35,3,1,40,27,0.322,0.434,0.507,0.942,104,,3,5,3,0,,player.fcgi?id=perez-009ale
Max Ponzurick,--,2015,Virginia Tech,21,47,42,3,9,1,1,0,6,0,1,4,10,0.214,0.298,0.286,0.584,12,,1,0,0,0,,player.fcgi?id=ponzur000max
Phil Sciretta,22,2015,Virginia Tech,34,79,68,5,15,1,0,0,11,0,0,9,19,0.221,0.329,0.235,0.564,16,,2,0,0,0,,player.fcgi?id=sciret000phi
Ricky Surum,20,2015,Virginia Tech,31,85,67,5,9,0,0,1,4,1,1,7,16,0.134,0.256,0.179,0.436,12,,4,7,0,0,,player.fcgi?id=surum-000ric
Ryan Tufts,20,2015,Virginia Tech,32,112,94,15,23,5,0,0,4,1,0,6,23,0.245,0.324,0.298,0.622,28,,5,7,0,0,,player.fcgi?id=tufts-001rya
Kyle Wernicki,23,2015,Virginia Tech,34,52,45,9,7,1,1,0,2,0,0,6,9,0.156,0.255,0.222,0.477,10,,0,1,0,0,,player.fcgi?id=wernic000kyl
Nick Anderson?,--,2016,Virginia Tech,50,203,174,25,59,13,0,4,30,0,0,19,34,0.339,0.418,0.483,0.901,84,,6,2,2,0,,player.fcgi?id=anders004nic
Logan Bible,24,2016,Virginia Tech,27,40,35,11,8,1,1,0,3,2,2,3,9,0.229,0.308,0.314,0.622,11,,1,1,0,0,,player.fcgi?id=bible-000log
Mac Caples,--,2016,Virginia Tech,27,64,56,8,13,2,0,2,9,2,0,6,19,0.232,0.306,0.375,0.681,21,,0,2,0,0,,player.fcgi?id=caples000mac
Rahiem Cooper,--,2016,Virginia Tech,28,85,74,9,15,4,0,0,6,2,1,4,23,0.203,0.265,0.257,0.522,19,,3,2,2,0,,player.fcgi?id=cooper000rah
Matt Dauby?,--,2016,Virginia Tech,51,188,161,31,41,7,0,3,17,1,0,19,51,0.255,0.358,0.354,0.712,57,,7,1,0,0,,player.fcgi?id=dauby-000mat
Sam Fragale,21,2016,Virginia Tech,55,216,191,31,51,13,0,7,37,0,2,12,51,0.267,0.338,0.445,0.783,85,,9,3,1,0,,player.fcgi?id=fragal000sam
Joe Freiday,20,2016,Virginia Tech,32,101,93,13,21,5,0,3,14,0,0,7,36,0.226,0.277,0.376,0.654,35,,0,0,1,0,,player.fcgi?id=freida000joe
Garrett Hudson,--,2016,Virginia Tech,27,74,60,12,19,3,0,1,14,0,1,8,15,0.317,0.405,0.417,0.822,25,,3,0,3,0,,player.fcgi?id=hudson002gar
Saige Jenco*,21,2016,Virginia Tech,50,230,182,34,55,8,1,0,23,12,5,41,36,0.302,0.437,0.357,0.794,65,,4,1,2,1,,player.fcgi?id=jenco-000sai
Grant Maiorana?,--,2016,Virginia Tech,28,95,75,16,17,4,0,2,16,3,0,15,21,0.227,0.368,0.36,0.728,27,,3,0,2,0,,player.fcgi?id=maiora000gra
Steve Mangrum,19,2016,Virginia Tech,19,45,39,8,7,1,0,0,1,0,0,4,20,0.179,0.289,0.205,0.494,8,,2,0,0,0,,player.fcgi?id=mangru000ste
Chris Meador?,--,2016,Virginia Tech,10,17,15,3,2,0,0,0,2,0,0,1,7,0.133,0.188,0.133,0.321,2,,0,1,0,0,,player.fcgi?id=meador000chr
Andrew Mogg,22,2016,Virginia Tech,40,128,112,13,29,6,0,2,13,0,0,12,28,0.259,0.333,0.366,0.699,41,,1,2,1,0,,player.fcgi?id=mogg--000and
Stephen Polansky*,--,2016,Virginia Tech,2,3,0,1,0,0,0,0,0,0,0,1,0,,1,,,0,,2,0,0,0,,player.fcgi?id=polans000ste
