Name,Age,Season,Team,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional
Matt Brazis,22,2012,Boston College,1,0,1,3.18,16,0,,,0,5,17,14,6,6,0,8,1,25,0,1,2,70,1.294,7.4,0,4.2,13.2,3.13,,player.fcgi?id=brazis000mat
Hunter Gordon,21,2012,Boston College,2,8,0.2,6.1,14,12,,,0,1,72.1,86,56,49,3,36,2,35,4,0,0,341,1.687,10.7,0.4,4.5,4.4,0.97,,player.fcgi?id=gordon000hun
John Gorman,20,2012,Boston College,0,1,0,3.76,22,0,,,0,4,40.2,34,21,17,4,16,2,30,1,0,1,171,1.23,7.5,0.9,3.5,6.6,1.88,,player.fcgi?id=gorman000joh
Steve Green*,20,2012,Boston College,1,4,0.2,9.11,13,5,,,0,0,27.2,43,31,28,2,12,0,22,3,0,2,139,1.988,14,0.7,3.9,7.2,1.83,,player.fcgi?id=green-009ste
Tyler Hinchliffe*,--,2012,Boston College,1,0,1,4.5,16,1,,,0,0,22,33,15,11,0,12,0,15,0,0,3,111,2.045,13.5,0,4.9,6.1,1.25,,player.fcgi?id=hinchl000tyl
Jay Jeannotte,--,2012,Boston College,0,1,0,13.5,8,1,,,0,0,10.2,15,16,16,3,18,0,6,2,0,4,64,3.094,12.7,2.5,15.2,5.1,0.33,,player.fcgi?id=jeanno000jay
Taylor Lasko,--,2012,Boston College,0,3,0,5.9,10,7,,,0,0,29,41,24,19,2,13,0,20,3,0,0,144,1.862,12.7,0.6,4,6.2,1.54,,player.fcgi?id=lasko-000tay
Andrew Lawrence*,23,2012,Boston College,0,1,0,10.13,3,0,,,0,0,2.2,6,4,3,0,3,1,1,0,0,1,17,3.375,20.3,0,10.1,3.4,0.33,,player.fcgi?id=lawren003and
Geoff Murphy,19,2012,Boston College,2,1,0.667,3.44,20,0,,,0,0,36.2,38,18,14,2,5,2,20,9,1,2,162,1.173,9.3,0.5,1.2,4.9,4,,player.fcgi?id=murphy003geo
Nick Poore*,19,2012,Boston College,2,0,1,5.33,17,2,,,0,0,27,26,18,16,1,15,0,20,3,2,2,124,1.519,8.7,0.3,5,6.7,1.33,,player.fcgi?id=poore-000nic
Kyle Prohovich,--,2012,Boston College,2,3,0.4,4.5,27,1,,,0,2,40,32,23,20,2,33,5,36,2,1,6,181,1.625,7.2,0.5,7.4,8.1,1.09,,player.fcgi?id=prohov000kyl
Eric Stevens,20,2012,Boston College,5,3,0.625,5.64,14,14,,,0,0,67,72,47,42,6,37,0,40,14,2,10,314,1.627,9.7,0.8,5,5.4,1.08,,player.fcgi?id=steven000eri
Eric Stone,19,2012,Boston College,1,3,0.25,4.82,8,7,,,0,0,18.2,21,14,10,0,10,0,11,1,1,1,86,1.661,10.1,0,4.8,5.3,1.1,,player.fcgi?id=stone-002eri
Mike West,--,2012,Boston College,0,0,,4.5,1,0,,,0,0,2,2,1,1,1,1,0,1,1,0,0,8,1.5,9,4.5,4.5,4.5,1,,player.fcgi?id=west--000mik
Jesse Adams*,19,2013,Boston College,0,1,0,5.15,20,0,,,0,1,36.2,29,22,21,2,17,2,33,3,1,5,157,1.255,7.1,0.5,4.2,8.1,1.94,,player.fcgi?id=adams-000jes
Matt Alvarez,22,2013,Boston College,1,2,0.333,5.6,9,3,,,0,0,17.2,17,17,11,1,12,0,22,3,1,7,88,1.642,8.7,0.5,6.1,11.2,1.83,,player.fcgi?id=alvare000mat
Nate Bayuk*,24,2013,Boston College,0,1,0,4.76,25,0,,,0,0,17,23,16,9,0,10,2,12,1,0,4,87,1.941,12.2,0,5.3,6.4,1.2,,player.fcgi?id=bayuk-000nat
Jeff Burke,20,2013,Boston College,1,2,0.333,5.6,24,1,,,0,1,35.1,41,25,22,0,21,2,20,2,0,2,164,1.755,10.4,0,5.3,5.1,0.95,,player.fcgi?id=burke-002jef
Andrew Chin*,20,2013,Boston College,1,7,0.125,3.88,14,13,,,0,0,67.1,65,38,29,1,28,0,45,8,0,5,299,1.381,8.7,0.1,3.7,6,1.61,,player.fcgi?id=chin--000and
Michael Clouthier,--,2013,Boston College,0,0,,27,1,0,,,0,0,0.1,2,2,1,0,0,0,1,1,0,1,5,6,54,0,0,27,,,player.fcgi?id=clouth000mic
Joe Cronin,19,2013,Boston College,0,0,,0,1,0,,,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,9,,,player.fcgi?id=cronin000joe
Hunter Gordon,22,2013,Boston College,2,4,0.333,2.67,13,8,,,0,0,57.1,47,22,17,0,19,0,33,2,0,0,235,1.151,7.4,0,3,5.2,1.74,,player.fcgi?id=gordon000hun
John Gorman,21,2013,Boston College,3,5,0.375,6.85,20,5,,,0,2,44.2,59,35,34,4,15,1,32,2,0,1,201,1.657,11.9,0.8,3,6.4,2.13,,player.fcgi?id=gorman000joh
Steve Green*,21,2013,Boston College,1,0,1,6.75,10,1,,,0,0,14.2,16,11,11,0,7,1,17,0,0,0,67,1.568,9.8,0,4.3,10.4,2.43,,player.fcgi?id=green-009ste
Tyler Hinchliffe*,--,2013,Boston College,0,0,,10.38,5,0,,,0,2,4.1,4,5,5,0,3,1,5,1,0,0,21,1.615,8.3,0,6.2,10.4,1.67,,player.fcgi?id=hinchl000tyl
Jay Jeannotte,--,2013,Boston College,0,1,0,13.5,2,0,,,0,0,2,3,3,3,0,2,0,1,1,0,1,12,2.5,13.5,0,9,4.5,0.5,,player.fcgi?id=jeanno000jay
John Nicklas,19,2013,Boston College,1,0,1,3.68,19,0,,,0,0,22,18,9,9,2,10,0,13,1,0,1,96,1.273,7.4,0.8,4.1,5.3,1.3,,player.fcgi?id=nickla000joh
Nick Poore*,20,2013,Boston College,1,3,0.25,4.31,20,2,,,0,1,31.1,37,16,15,3,12,2,22,2,0,0,139,1.564,10.6,0.9,3.4,6.3,1.83,,player.fcgi?id=poore-000nic
Austin Solecitto*,19,2013,Boston College,0,2,0,20.52,7,2,,,0,0,8.1,16,19,19,0,13,0,9,2,0,2,56,3.48,17.3,0,14,9.7,0.69,,player.fcgi?id=soleci000aus
Eric Stevens,21,2013,Boston College,0,12,0,6.31,13,13,,,0,0,71.1,105,63,50,3,30,3,23,9,0,6,344,1.893,13.2,0.4,3.8,2.9,0.77,,player.fcgi?id=steven000eri
Eric Stone,20,2013,Boston College,1,0,1,7.48,13,4,,,0,0,21.2,32,19,18,2,9,0,10,6,1,1,113,1.892,13.3,0.8,3.7,4.2,1.11,,player.fcgi?id=stone-002eri
Jesse Adams*,20,2014,Boston College,0,1,0,3.86,22,0,,,0,1,28,21,15,12,0,19,0,30,1,0,3,120,1.429,6.8,0,6.1,9.6,1.58,,player.fcgi?id=adams-000jes
Jeff Burke,21,2014,Boston College,2,5,0.286,5.17,15,13,,,0,0,69.2,67,47,40,0,33,1,39,5,1,8,305,1.435,8.7,0,4.3,5,1.18,,player.fcgi?id=burke-002jef
Andrew Chin*,21,2014,Boston College,5,2,0.714,3.1,14,14,,,0,0,78.1,59,36,27,3,32,0,52,11,0,10,331,1.162,6.8,0.3,3.7,6,1.63,,player.fcgi?id=chin--000and
Justin Dunn,18,2014,Boston College,1,1,0.5,7.3,7,4,,,0,0,12.1,17,11,10,1,11,0,12,1,1,4,62,2.27,12.4,0.7,8,8.8,1.09,,player.fcgi?id=dunn--000jus
Luke Fernandes,20,2014,Boston College,3,2,0.6,3.71,21,0,,,0,0,34,34,17,14,1,12,2,20,8,0,4,155,1.353,9,0.3,3.2,5.3,1.67,,player.fcgi?id=fernan000luk
John Gorman,22,2014,Boston College,3,8,0.273,3.86,15,14,,,0,0,74.2,64,35,32,3,30,0,68,3,0,10,312,1.259,7.7,0.4,3.6,8.2,2.27,,player.fcgi?id=gorman000joh
Steve Green*,22,2014,Boston College,0,0,,3.75,17,0,,,0,1,12,13,9,5,1,6,2,10,5,0,3,56,1.583,9.8,0.8,4.5,7.5,1.67,,player.fcgi?id=green-009ste
Tyler Hinchliffe*,--,2014,Boston College,1,1,0.5,4.41,11,0,,,0,0,16.1,17,12,8,2,15,0,12,0,0,3,77,1.959,9.4,1.1,8.3,6.6,0.8,,player.fcgi?id=hinchl000tyl
Michael King,19,2014,Boston College,2,2,0.5,2.93,16,3,,,0,2,43,39,15,14,1,12,0,35,3,0,3,181,1.186,8.2,0.2,2.5,7.3,2.92,,player.fcgi?id=king--000mik
John Nicklas,20,2014,Boston College,1,2,0.333,7.91,20,0,,,0,4,19.1,27,18,17,1,8,0,17,4,0,3,99,1.81,12.6,0.5,3.7,7.9,2.13,,player.fcgi?id=nickla000joh
Nick Poore*,21,2014,Boston College,0,2,0,5.6,14,0,,,0,0,17.2,17,11,11,1,12,2,15,1,1,0,83,1.642,8.7,0.5,6.1,7.6,1.25,,player.fcgi?id=poore-000nic
Bobby Skogsbergh,--,2014,Boston College,4,0,1,2.22,19,0,,,0,0,24.1,27,8,6,0,12,1,11,4,0,2,113,1.603,10,0,4.4,4.1,0.92,,player.fcgi?id=skogsb000bob
Eric Stevens,22,2014,Boston College,0,4,0,5.91,15,5,,,0,0,42.2,45,40,28,3,21,1,19,9,0,6,201,1.547,9.5,0.6,4.4,4,0.9,,player.fcgi?id=steven000eri
Eric Stone,21,2014,Boston College,0,3,0,3.55,9,2,,,0,0,12.2,14,7,5,0,11,0,7,3,0,0,64,1.974,9.9,0,7.8,5,0.64,,player.fcgi?id=stone-002eri
Michael Strem,19,2014,Boston College,0,0,,12.46,5,0,,,0,0,4.1,13,6,6,0,1,1,5,1,0,0,28,3.231,27,0,2.1,10.4,5,,player.fcgi?id=strem-000mic
Jesse Adams*,21,2015,Boston College,2,3,0.4,3.05,19,8,,,0,1,62,46,25,21,8,26,0,70,3,0,5,260,1.161,6.7,1.2,3.8,10.2,2.69,,player.fcgi?id=adams-000jes
Jeff Burke,22,2015,Boston College,2,3,0.4,4.85,8,8,,,0,0,39,44,23,21,1,17,0,30,4,1,1,176,1.564,10.2,0.2,3.9,6.9,1.76,,player.fcgi?id=burke-002jef
Donovan Casey,19,2015,Boston College,0,0,,0,2,0,,,0,0,1.2,0,0,0,0,2,0,2,0,0,1,7,1.2,0,0,10.8,10.8,1,,player.fcgi?id=casey-000don
Kevin Connor*,--,2015,Boston College,0,0,,108,4,0,,,0,0,0.2,6,8,8,0,5,0,1,2,0,2,15,16.5,81,0,67.5,13.5,0.2,,player.fcgi?id=connor003kev
Justin Dunn,19,2015,Boston College,4,4,0.5,4.94,20,3,,,0,5,47.1,47,28,26,6,21,0,46,5,1,1,209,1.437,8.9,1.1,4,8.7,2.19,,player.fcgi?id=dunn--000jus
