Name,Age,Season,Team,Conference,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,Name-additional,
Hunter Dobbins,19,2019,Texas Tech,Big 12,2,1,0.667,4.44,14,2,,0,0,1,26.1,25,14,13,2,11,0,24,1,0,6,114,1.367,8.5,0.7,3.8,8.2,2.18,,player.fcgi?id=dobbin000hun,
Cade Farr*,19,2019,Texas Tech,Big 12,0,0,,21.6,4,0,,0,0,0,1.2,3,4,4,0,1,0,2,1,0,1,9,2.4,16.2,0,5.4,10.8,2,,player.fcgi?id=farr--000cad,
Taylor Floyd,21,2019,Texas Tech,Big 12,5,3,0.625,2.51,31,0,,0,0,5,57.1,46,16,16,1,27,0,88,5,0,6,243,1.273,7.2,0.2,4.2,13.8,3.26,,player.fcgi?id=floyd-000tay,
Caleb Freeman,21,2019,Texas Tech,Big 12,2,0,1,6.61,18,0,,0,0,0,16.1,26,14,12,2,15,2,15,0,0,4,84,2.51,14.3,1.1,8.3,8.3,1,,player.fcgi?id=freema000cal,
Trey Garlett,--,2019,Texas Tech,Big 12,1,0,1,4.22,8,1,,0,0,0,10.2,9,5,5,0,6,1,5,2,0,1,46,1.406,7.6,0,5.1,4.2,0.83,,player.fcgi?id=garlet000tre,
Dane Haveman*,21,2019,Texas Tech,Big 12,2,1,0.667,3.02,34,0,,0,0,3,44.2,48,19,15,2,9,1,59,4,1,2,192,1.276,9.7,0.4,1.8,11.9,6.56,,player.fcgi?id=havema000dan,
Noah Huerta*,--,2019,Texas Tech,Big 12,0,0,,18,1,0,,0,0,0,1,4,2,2,0,0,0,1,0,0,0,6,4,36,0,0,9,,,player.fcgi?id=huerta000noa,
Ryan Keesee*,--,2019,Texas Tech,Big 12,0,0,,7.2,11,0,,0,0,0,5,6,4,4,2,1,0,3,2,0,0,23,1.4,10.8,3.6,1.8,5.4,3,,player.fcgi?id=keesee000rya,
Caleb Kilian,22,2019,Texas Tech,Big 12,8,3,0.727,3.92,17,17,,1,1,0,96.1,86,44,42,8,20,0,89,11,0,7,391,1.1,8,0.7,1.9,8.3,4.45,,player.fcgi?id=kilian000cal,
Erikson Lanning*,22,2019,Texas Tech,Big 12,0,1,0,4.81,13,11,,0,0,0,39.1,49,34,21,1,6,0,25,6,1,0,180,1.398,11.2,0.2,1.4,5.7,4.17,,player.fcgi?id=lannin000eri,
John McMillon,21,2019,Texas Tech,Big 12,4,3,0.571,3.4,24,0,,0,0,3,47.2,35,26,18,3,35,2,67,4,1,5,217,1.469,6.6,0.6,6.6,12.7,1.91,,player.fcgi?id=mcmill005joh,
Mason Montgomery*,19,2019,Texas Tech,Big 12,3,1,0.75,5.14,12,9,,0,0,0,35,32,25,20,1,26,0,24,7,0,2,163,1.657,8.2,0.3,6.7,6.2,0.92,,player.fcgi?id=montgo000mas,
Connor Queen,21,2019,Texas Tech,Big 12,4,0,1,1.06,11,0,,0,0,0,17,15,2,2,1,7,1,13,2,0,2,74,1.294,7.9,0.5,3.7,6.9,1.86,,player.fcgi?id=queen-000con,
Ryan Sublette,20,2019,Texas Tech,Big 12,1,0,1,4.76,14,0,,0,0,1,17,18,11,9,1,13,0,16,1,0,3,80,1.824,9.5,0.5,6.9,8.5,1.23,,player.fcgi?id=sublet000rya,
Kurt Wilson,21,2019,Texas Tech,Big 12,0,1,0,6.14,12,0,,0,0,0,14.2,14,14,10,1,8,0,12,5,1,5,70,1.5,8.6,0.6,4.9,7.4,1.5,,player.fcgi?id=wilson000kur,
Jon Barrera*,19,2020,Texas Tech,Big 12,0,0,,13.5,2,0,,0,0,0,2,3,3,3,0,5,0,3,0,0,1,14,4,13.5,0,22.5,13.5,0.6,,player.fcgi?id=barrer000jon,
Austin Becker,20,2020,Texas Tech,Big 12,1,0,1,6.08,5,4,,0,0,0,13.1,9,10,9,1,14,0,11,4,0,3,66,1.725,6.1,0.7,9.5,7.4,0.79,,player.fcgi?id=becker000aus,
Clayton Beeter,21,2020,Texas Tech,Big 12,2,1,0.667,2.14,4,4,,0,0,0,21,13,7,5,3,4,0,33,1,0,2,82,0.81,5.6,1.3,1.7,14.1,8.25,,player.fcgi?id=beeter000cla,
Bryce Bonnin,21,2020,Texas Tech,Big 12,2,0,1,7.36,4,4,,0,0,0,14.2,19,13,12,2,6,0,27,0,0,1,70,1.705,11.7,1.2,3.7,16.6,4.5,,player.fcgi?id=bonnin000bry,
Jakob Brustoski*,21,2020,Texas Tech,Big 12,1,1,0.5,1.8,7,0,,0,0,0,10,5,3,2,0,4,0,13,1,0,2,39,0.9,4.5,0,3.6,11.7,3.25,,player.fcgi?id=brusto000jak,
Micah Dallas,20,2020,Texas Tech,Big 12,1,0,1,0.57,5,0,,0,0,3,15.2,7,1,1,0,1,0,23,1,0,0,55,0.511,4,0,0.6,13.2,23,,player.fcgi?id=dallas000mic,
Andrew Devine,19,2020,Texas Tech,Big 12,1,0,1,1.23,6,0,,0,0,1,7.1,4,1,1,1,2,0,10,0,0,0,27,0.818,4.9,1.2,2.5,12.3,5,,player.fcgi?id=devine000and,
Hunter Dobbins,20,2020,Texas Tech,Big 12,2,0,1,1.35,6,3,,0,0,0,20,17,3,3,0,5,0,25,0,0,1,79,1.1,7.7,0,2.3,11.3,5,,player.fcgi?id=dobbin000hun,
Tyler Hamilton,19,2020,Texas Tech,Big 12,0,0,,18,1,0,,0,0,0,1,4,2,2,1,0,0,1,0,0,0,7,4,36,9,0,9,,,player.fcgi?id=hamilt002tyl,
Brandon Hendrix,18,2020,Texas Tech,Big 12,0,0,,6,5,0,,0,0,0,6,7,4,4,1,1,0,5,0,0,1,27,1.333,10.5,1.5,1.5,7.5,5,,player.fcgi?id=hendri004bra,
John McMillon,22,2020,Texas Tech,Big 12,1,0,1,3.86,7,0,,0,0,0,9.1,9,4,4,0,8,0,20,2,0,4,47,1.821,8.7,0,7.7,19.3,2.5,,player.fcgi?id=mcmill005joh,
Mason Montgomery*,20,2020,Texas Tech,Big 12,3,1,0.75,3,4,4,,0,0,0,18,12,6,6,1,7,0,20,1,0,2,73,1.056,6,0.5,3.5,10,2.86,,player.fcgi?id=montgo000mas,
Connor Queen,22,2020,Texas Tech,Big 12,0,0,,1.5,3,0,,0,0,0,6,5,1,1,0,1,0,1,0,0,0,22,1,7.5,0,1.5,1.5,1,,player.fcgi?id=queen-000con,
Riley Ramsey,21,2020,Texas Tech,Big 12,0,0,,0,2,0,,0,0,0,1.1,1,0,0,0,0,0,2,0,0,1,5,0.75,6.8,0,0,13.5,,,player.fcgi?id=ramsey000ril,
Eli Riechmann*,21,2020,Texas Tech,Big 12,0,0,,3,5,0,,0,0,0,6,6,2,2,0,1,0,6,0,0,1,24,1.167,9,0,1.5,9,6,,player.fcgi?id=riechm000eli,
Ryan Sublette,21,2020,Texas Tech,Big 12,2,0,1,3.86,6,0,,0,0,0,9.1,7,4,4,0,5,1,15,1,0,4,42,1.286,6.8,0,4.8,14.5,3,,player.fcgi?id=sublet000rya,
Kurt Wilson,22,2020,Texas Tech,Big 12,0,0,,4.5,5,0,,0,0,0,8,6,4,4,1,4,0,7,2,0,1,35,1.25,6.8,1.1,4.5,7.9,1.75,,player.fcgi?id=wilson000kur,
Brandon Beckel,19,2021,Texas Tech,Big 12,0,0,,16.2,5,0,,0,0,0,3.1,6,6,6,0,5,0,6,0,0,1,20,3.3,16.2,0,13.5,16.2,1.2,,player.fcgi?id=beckel000bra,
Brandon Birdsell,21,2021,Texas Tech,Big 12,4,1,0.8,3.06,8,7,,0,0,0,35.1,27,13,12,4,9,0,36,5,0,4,142,1.019,6.9,1,2.3,9.2,4,,player.fcgi?id=birdse000bra,
Derek Bridges*,20,2021,Texas Tech,Big 12,0,0,,3.97,19,0,,0,0,1,11.1,12,7,5,2,0,0,11,3,0,0,48,1.059,9.5,1.6,0,8.7,,,player.fcgi?id=bridge000der,
Micah Dallas,21,2021,Texas Tech,Big 12,4,3,0.571,3.51,17,10,,0,0,2,66.2,61,34,26,6,20,0,79,3,0,11,279,1.215,8.2,0.8,2.7,10.7,3.95,,player.fcgi?id=dallas000mic,
Andrew Devine,20,2021,Texas Tech,Big 12,1,1,0.5,12,17,0,,0,0,0,15,17,22,20,1,21,0,23,8,0,3,92,2.533,10.2,0.6,12.6,13.8,1.1,,player.fcgi?id=devine000and,
Brendan Girton,19,2021,Texas Tech,Big 12,2,0,1,4.74,18,2,,0,0,1,24.2,21,15,13,1,19,0,23,6,1,4,121,1.622,7.7,0.4,6.9,8.4,1.21,,player.fcgi?id=girton000bre,
Nick Gorby*,19,2021,Texas Tech,Big 12,0,0,,0,3,0,,0,0,0,3.1,4,5,0,0,3,0,1,1,0,0,18,2.1,10.8,0,8.1,2.7,0.33,,player.fcgi?id=gorby-000nic,
Tyler Hamilton,20,2021,Texas Tech,Big 12,0,0,,6.75,2,0,,0,0,0,1.1,0,1,1,0,4,0,1,0,0,0,8,3,0,0,27,6.8,0.25,,player.fcgi?id=hamilt002tyl,
Chase Hampton,19,2021,Texas Tech,Big 12,4,1,0.8,3.86,18,7,,0,0,1,44.1,36,21,19,4,17,0,34,6,1,4,184,1.195,7.3,0.8,3.5,6.9,2,,player.fcgi?id=hampto000cha,
Jamie Hitt*,18,2021,Texas Tech,Big 12,0,1,0,5.79,5,0,,0,0,0,4.2,10,5,3,0,2,0,2,0,0,1,24,2.571,19.3,0,3.9,3.9,1,,player.fcgi?id=hitt--003jam,
Hayde Key,20,2021,Texas Tech,Big 12,2,0,1,5.52,10,1,,0,0,0,14.2,15,9,9,1,6,0,17,2,0,1,65,1.432,9.2,0.6,3.7,10.4,2.83,,player.fcgi?id=key---001hay,
Brady LeJeune-DeAcutis*,20,2021,Texas Tech,Big 12,0,0,,4.91,4,0,,0,0,0,3.2,5,2,2,0,2,0,4,1,0,2,18,1.909,12.3,0,4.9,9.8,2,,player.fcgi?id=lejeun000bra,
Patrick Monteverde*,23,2021,Texas Tech,Big 12,7,4,0.636,3.75,16,16,,0,0,0,86.1,79,43,36,10,21,0,101,3,1,8,359,1.158,8.2,1,2.2,10.5,4.81,,player.fcgi?id=montev000pat,
Mason Montgomery*,21,2021,Texas Tech,Big 12,5,3,0.625,3.82,14,13,,0,0,0,63.2,48,29,27,8,27,0,84,2,0,1,260,1.178,6.8,1.1,3.8,11.9,3.11,,player.fcgi?id=montgo000mas,
Brandon Petix*,21,2021,Texas Tech,Big 12,0,0,,13.5,1,0,,0,0,0,0.2,1,1,1,0,1,0,0,1,0,0,5,3,13.5,0,13.5,0,0,,player.fcgi?id=petix-000bra,
Connor Queen,23,2021,Texas Tech,Big 12,1,0,1,4.15,18,0,,0,0,6,21.2,21,11,10,4,9,0,19,1,0,3,90,1.385,8.7,1.7,3.7,7.9,2.11,,player.fcgi?id=queen-000con,
Eli Riechmann*,22,2021,Texas Tech,Big 12,1,0,1,4.5,11,0,,0,0,0,10,10,6,5,1,6,0,6,4,0,0,48,1.6,9,0.9,5.4,5.4,1,,player.fcgi?id=riechm000eli,
Josh Sanders,19,2021,Texas Tech,Big 12,0,0,,2.89,8,0,,0,0,0,9.1,10,4,3,0,4,0,10,1,0,3,42,1.5,9.6,0,3.9,9.6,2.5,,player.fcgi?id=sander005jos,
Ryan Sublette,22,2021,Texas Tech,Big 12,6,3,0.667,2.34,19,0,,0,0,3,42.1,28,15,11,1,17,0,62,2,1,6,175,1.063,6,0.2,3.6,13.2,3.65,,player.fcgi?id=sublet000rya,
Chase Webster,21,2021,Texas Tech,Big 12,1,0,1,10.38,10,0,,0,0,0,8.2,9,10,10,2,7,0,3,1,0,2,44,1.846,9.3,2.1,7.3,3.1,0.43,,player.fcgi?id=webste001cha,
Levi Wells,19,2021,Texas Tech,Big 12,1,0,1,7.64,17,0,,0,0,0,17.2,15,16,15,3,23,0,21,4,1,2,92,2.151,7.6,1.5,11.7,10.7,0.91,,player.fcgi?id=wells-000lev,
Kurt Wilson,23,2021,Texas Tech,Big 12,0,0,,3.38,3,0,,0,0,0,2.2,4,1,1,0,2,0,0,0,0,2,12,2.25,13.5,0,6.8,0,0,,player.fcgi?id=wilson000kur,
Brandon Beckel,20,2022,Texas Tech,Big 12,0,1,0,5.32,18,0,,0,0,0,23.2,22,15,14,1,12,0,29,0,0,6,106,1.437,8.4,0.4,4.6,11,2.42,,player.fcgi?id=beckel000bra,
Austin Becker,22,2022,Texas Tech,Big 12,2,1,0.667,4.29,13,3,,0,0,2,21,28,14,10,3,15,0,30,3,0,8,108,2.048,12,1.3,6.4,12.9,2,,player.fcgi?id=becker000aus,
Brandon Birdsell,22,2022,Texas Tech,Big 12,9,3,0.75,2.75,15,15,,1,0,0,85,67,29,26,7,29,0,106,7,2,10,350,1.129,7.1,0.7,3.1,11.2,3.66,,player.fcgi?id=birdse000bra,
Bo Blessie,22,2022,Texas Tech,Big 12,0,0,,8.22,7,0,,0,0,0,7.2,8,7,7,1,6,0,9,0,0,2,37,1.826,9.4,1.2,7,10.6,1.5,,player.fcgi?id=blessi000bo-,
Derek Bridges*,21,2022,Texas Tech,Big 12,1,0,1,3.27,27,0,,0,0,1,22,20,10,8,2,9,1,24,2,0,3,94,1.318,8.2,0.8,3.7,9.8,2.67,,player.fcgi?id=bridge000der,
Colin Clark*,23,2022,Texas Tech,Big 12,1,1,0.5,6.23,14,0,,0,0,1,21.2,25,16,15,3,8,0,19,2,0,0,100,1.523,10.4,1.2,3.3,7.9,2.38,,player.fcgi?id=clark-000col,
Garrett Crowley*,22,2022,Texas Tech,Big 12,0,0,,27,4,0,,0,0,0,1.1,2,4,4,0,5,0,4,0,0,1,11,5.25,13.5,0,33.8,27,0.8,,player.fcgi?id=crowle000gar,
Andrew Devine,21,2022,Texas Tech,Big 12,2,1,0.667,4.3,16,4,,0,0,1,23,20,13,11,4,15,1,26,5,0,2,110,1.522,7.8,1.6,5.9,10.2,1.73,,player.fcgi?id=devine000and,
Brendan Girton,20,2022,Texas Tech,Big 12,3,0,1,4.08,9,0,,0,0,0,17.2,10,9,8,1,7,0,18,0,1,2,71,0.962,5.1,0.5,3.6,9.2,2.57,,player.fcgi?id=girton000bre,
Tyler Hamilton,21,2022,Texas Tech,Big 12,0,0,,9,1,0,,0,0,0,1,1,1,1,0,2,0,0,0,0,0,6,3,9,0,18,0,0,,player.fcgi?id=hamilt002tyl,
Chase Hampton,20,2022,Texas Tech,Big 12,5,4,0.556,4.29,15,11,,0,0,0,56.2,51,28,27,8,28,0,72,7,0,1,247,1.394,8.1,1.3,4.4,11.4,2.57,,player.fcgi?id=hampto000cha,
Shay Hartis,22,2022,Texas Tech,Big 12,1,0,1,6.06,13,0,,0,0,0,16.1,19,11,11,1,2,0,14,1,0,1,71,1.286,10.5,0.6,1.1,7.7,7,,player.fcgi?id=hartis000sha,
Jamie Hitt*,19,2022,Texas Tech,Big 12,0,2,0,7.4,17,3,,0,0,0,24.1,25,23,20,3,13,0,21,4,0,3,117,1.562,9.2,1.1,4.8,7.8,1.62,,player.fcgi?id=hitt--003jam,
Jase Lopez,21,2022,Texas Tech,Big 12,1,0,1,14.14,8,0,,0,0,0,7,15,11,11,0,3,0,6,1,0,1,38,2.571,19.3,0,3.9,7.7,2,,player.fcgi?id=lopez-001jas,
Brendan Lysik*,19,2022,Texas Tech,Big 12,0,0,,inf,1,0,,0,0,0,0,2,3,3,1,1,0,0,0,0,0,3,,,,,,0,,player.fcgi?id=lysik-000bre,
Mason Molina*,18,2022,Texas Tech,Big 12,2,5,0.286,3.9,20,9,,0,0,1,57.2,44,27,25,4,29,0,71,2,1,4,244,1.266,6.9,0.6,4.5,11.1,2.45,,player.fcgi?id=molina000mas,
Andrew Morris,20,2022,Texas Tech,Big 12,8,2,0.8,4.58,16,15,,1,0,0,88.1,80,49,45,13,28,2,91,8,0,4,377,1.223,8.2,1.3,2.9,9.3,3.25,,player.fcgi?id=morris002and,
Trendan Parish,20,2022,Texas Tech,Big 12,2,2,0.5,8.26,20,1,,0,0,6,28.1,38,27,26,5,8,0,33,1,0,2,132,1.624,12.1,1.6,2.5,10.5,4.13,,player.fcgi?id=parish000tre,
Kyle Robinson,18,2022,Texas Tech,Big 12,1,0,1,4.63,12,0,,0,0,0,11.2,15,6,6,2,5,0,9,2,0,2,55,1.714,11.6,1.5,3.9,6.9,1.8,,player.fcgi?id=robins005kyl,
Josh Sanders,20,2022,Texas Tech,Big 12,1,0,1,7.2,18,0,,0,0,1,25,36,21,20,2,9,1,26,2,1,1,120,1.8,13,0.7,3.2,9.4,2.89,,player.fcgi?id=sander005jos,
Brandon Beckel,21,2023,Texas Tech,Big 12,5,2,0.714,2.23,24,0,,0,0,7,48.1,43,16,12,4,20,0,67,1,1,4,210,1.303,8,0.7,3.7,12.5,3.35,,player.fcgi?id=beckel000bra,
Bo Blessie,23,2023,Texas Tech,Big 12,1,0,1,6.75,6,2,,0,0,0,8,4,6,6,1,11,0,6,0,0,1,36,1.875,4.5,1.1,12.4,6.8,0.55,,player.fcgi?id=blessi000bo-,
Damian Bravo,19,2023,Texas Tech,Big 12,1,0,1,6.14,8,0,,0,0,0,7.1,4,5,5,1,10,1,11,1,0,3,35,1.909,4.9,1.2,12.3,13.5,1.1,,player.fcgi?id=bravo-000dam,
Derek Bridges*,22,2023,Texas Tech,Big 12,1,0,1,7.71,11,0,,0,0,0,7,6,8,6,0,3,0,7,1,0,0,31,1.286,7.7,0,3.9,9,2.33,,player.fcgi?id=bridge000der,
Ethan Coombes,23,2023,Texas Tech,Big 12,4,0,1,2.75,23,0,,0,0,0,19.2,16,9,6,2,12,0,38,4,0,2,93,1.424,7.3,0.9,5.5,17.4,3.17,,player.fcgi?id=coombe000eth,
Garrett Crowley*,23,2023,Texas Tech,Big 12,0,0,,9.53,8,0,,0,0,0,5.2,12,6,6,1,3,0,6,1,0,1,32,2.647,19.1,1.6,4.8,9.5,2,,player.fcgi?id=crowle000gar,
Dax Dathe,22,2023,Texas Tech,Big 12,0,0,,15,5,0,,0,0,0,3,3,5,5,2,5,0,2,0,0,4,18,2.667,9,6,15,6,0.4,,player.fcgi?id=dathe-000dax,
Andrew Devine,22,2023,Texas Tech,Big 12,1,3,0.25,7.13,14,0,,0,0,1,17.2,20,18,14,5,11,0,19,1,1,2,80,1.755,10.2,2.5,5.6,9.7,1.73,,player.fcgi?id=devine000and,
Zach Erdman*,19,2023,Texas Tech,Big 12,1,0,1,3.21,6,2,,0,0,0,14,15,6,5,0,6,0,12,2,0,1,64,1.5,9.6,0,3.9,7.7,2,,player.fcgi?id=erdman001zac,
Taber Fast*,19,2023,Texas Tech,Big 12,1,0,1,6.03,12,7,,0,0,0,34.1,39,25,23,4,30,0,23,6,0,1,168,2.01,10.2,1,7.9,6,0.77,,player.fcgi?id=fast--000tab,
Ryan Free*,21,2023,Texas Tech,Big 12,5,4,0.556,4.11,27,0,,0,0,1,46,39,25,21,8,16,0,54,5,0,3,198,1.196,7.6,1.6,3.1,10.6,3.38,,player.fcgi?id=free--000rya,
Brendan Girton,21,2023,Texas Tech,Big 12,2,2,0.5,5.82,15,7,,0,0,0,51,52,46,33,6,31,0,36,3,0,5,239,1.627,9.2,1.1,5.5,6.4,1.16,,player.fcgi?id=girton000bre,
Jack Livingstone,19,2023,Texas Tech,Big 12,0,0,,0,1,0,,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,player.fcgi?id=living003jac,
Jase Lopez,22,2023,Texas Tech,Big 12,1,0,1,5.5,16,0,,0,0,1,18,23,12,11,2,6,0,24,2,0,3,85,1.611,11.5,1,3,12,4,,player.fcgi?id=lopez-001jas,
Brendan Lysik*,20,2023,Texas Tech,Big 12,0,1,0,3.48,11,0,,0,0,0,10.1,3,4,4,1,10,0,7,1,0,1,44,1.258,2.6,0.9,8.7,6.1,0.7,,player.fcgi?id=lysik-000bre,
Cade McGarrh,20,2023,Texas Tech,Big 12,0,0,,9,2,0,,0,0,0,1,2,2,1,0,1,0,1,0,0,0,7,3,18,0,9,9,1,,player.fcgi?id=mcgarr000cad,
Mason Molina*,19,2023,Texas Tech,Big 12,6,2,0.75,3.67,16,16,,0,0,0,83.1,63,39,34,10,35,0,108,5,1,5,352,1.176,6.8,1.1,3.8,11.7,3.09,,player.fcgi?id=molina000mas,
Trendan Parish,21,2023,Texas Tech,Big 12,3,2,0.6,6,16,9,,0,0,1,57,63,50,38,11,35,0,50,6,1,2,272,1.719,9.9,1.7,5.5,7.9,1.43,,player.fcgi?id=parish000tre,
Zane Petty,19,2023,Texas Tech,Big 12,3,2,0.6,5.68,14,11,,0,0,0,38,47,30,24,1,15,0,32,3,0,5,177,1.632,11.1,0.2,3.6,7.6,2.13,,player.fcgi?id=petty-000zan,
Kyle Robinson,19,2023,Texas Tech,Big 12,1,1,0.5,5.36,18,5,,0,0,2,45.1,41,29,27,4,19,1,45,3,0,2,191,1.324,8.1,0.8,3.8,8.9,2.37,,player.fcgi?id=robins005kyl,
Jacob Rogers,19,2023,Texas Tech,Big 12,2,3,0.4,5.48,12,5,,0,0,0,23,21,16,14,4,13,0,25,3,0,3,106,1.478,8.2,1.6,5.1,9.8,1.92,,player.fcgi?id=rogers011jac,
Josh Sanders,21,2023,Texas Tech,Big 12,3,1,0.75,6.18,19,0,,0,0,1,27.2,33,24,19,5,10,1,16,3,0,2,130,1.554,10.7,1.6,3.3,5.2,1.6,,player.fcgi?id=sander005jos,
Carson Baugh*,21,2024,Texas Tech,Big 12,0,0,,18.47,7,0,,0,0,0,6.1,12,13,13,3,8,0,8,0,0,0,38,3.158,17.1,4.3,11.4,11.4,1,,player.fcgi?id=baugh-000car,
Garet Boehm,19,2024,Texas Tech,Big 12,0,0,,0,1,0,,0,0,0,0.2,0,0,0,0,1,0,1,1,0,0,4,1.5,0,0,13.5,13.5,1,,player.fcgi?id=boehm-000gar,
Derek Bridges*,23,2024,Texas Tech,Big 12,0,1,0,5.84,18,0,,0,0,0,12.1,18,8,8,1,8,0,12,0,0,1,61,2.108,13.1,0.7,5.8,8.8,1.5,,player.fcgi?id=bridge000der,
Chandler Coe,19,2024,Texas Tech,Big 12,0,0,,0,4,0,,0,0,0,3,2,0,0,0,1,0,2,0,0,1,11,1,6,0,3,6,2,,player.fcgi?id=coe---003cha,
Zach Erdman*,20,2024,Texas Tech,Big 12,0,1,0,6.55,13,5,,0,0,0,33,47,27,24,5,10,0,27,2,0,2,153,1.727,12.8,1.4,2.7,7.4,2.7,,player.fcgi?id=erdman001zac,
Taber Fast*,20,2024,Texas Tech,Big 12,0,0,,9,5,2,,0,0,0,8,14,8,8,1,1,0,7,1,0,1,40,1.875,15.8,1.1,1.1,7.9,7,,player.fcgi?id=fast--000tab,
Ryan Free*,22,2024,Texas Tech,Big 12,6,2,0.75,6.36,17,9,,0,0,1,52.1,63,44,37,13,21,0,38,11,0,5,246,1.605,10.8,2.2,3.6,6.5,1.81,,player.fcgi?id=free--000rya,
Mac Heuer,19,2024,Texas Tech,Big 12,4,5,0.444,5.94,12,10,,0,0,0,47,47,34,31,12,25,0,46,7,0,4,217,1.532,9,2.3,4.8,8.8,1.84,,player.fcgi?id=heuer-000mac,
Max Huffing?,--,2024,Texas Tech,Big 12,0,0,,11.68,11,0,,0,0,1,12.1,21,17,16,3,12,1,13,3,0,5,72,2.676,15.3,2.2,8.8,9.5,1.08,,player.fcgi?id=huffin000max,
Parker Hutyra,19,2024,Texas Tech,Big 12,4,3,0.571,4.72,21,1,,0,0,1,34.1,40,20,18,4,17,0,38,1,0,3,162,1.66,10.5,1,4.5,10,2.24,,player.fcgi?id=hutyra000par,
Cole Kaase,20,2024,Texas Tech,Big 12,0,0,,7.63,16,0,,0,0,1,15.1,16,13,13,2,15,0,20,3,1,4,78,2.022,9.4,1.2,8.8,11.7,1.33,,player.fcgi?id=kaase-000col,
Hudson Luce*,22,2024,Texas Tech,Big 12,2,1,0.667,9.98,14,0,,0,0,0,15.1,24,21,17,3,12,1,13,0,0,2,82,2.348,14.1,1.8,7,7.6,1.08,,player.fcgi?id=luce--000hud,
Brendan Lysik*,21,2024,Texas Tech,Big 12,0,1,0,8.79,17,0,,0,0,0,14.1,13,14,14,2,17,0,23,11,0,1,82,2.093,8.2,1.3,10.7,14.4,1.35,,player.fcgi?id=lysik-000bre,
Trendan Parish,22,2024,Texas Tech,Big 12,2,2,0.5,3.33,14,1,,0,0,2,27,24,11,10,1,10,2,24,1,0,2,112,1.259,8,0.3,3.3,8,2.4,,player.fcgi?id=parish000tre,
Hudson Parker,21,2024,Texas Tech,Big 12,0,0,,7.07,11,3,,0,0,0,14,20,16,11,5,18,0,10,4,0,6,79,2.714,12.9,3.2,11.6,6.4,0.56,,player.fcgi?id=parker000hud,
Zane Petty,20,2024,Texas Tech,Big 12,2,0,1,7.88,6,4,,0,0,0,16,18,16,14,2,12,0,15,1,1,1,78,1.875,10.1,1.1,6.8,8.4,1.25,,player.fcgi?id=petty-000zan,
Isaiah Rhodes,23,2024,Texas Tech,Big 12,0,0,,8.38,13,0,,0,0,0,9.2,9,11,9,2,15,0,9,2,0,4,56,2.483,8.4,1.9,14,8.4,0.6,,player.fcgi?id=rhodes000isa,
Kyle Robinson,20,2024,Texas Tech,Big 12,4,7,0.364,5.09,15,15,,0,0,0,76,82,52,43,10,38,0,79,6,0,4,348,1.579,9.7,1.2,4.5,9.4,2.08,,player.fcgi?id=robins005kyl,
Jacob Rogers,20,2024,Texas Tech,Big 12,1,1,0.5,7.45,20,1,,0,0,1,29,36,28,24,8,20,0,36,5,0,4,142,1.931,11.2,2.5,6.2,11.2,1.8,,player.fcgi?id=rogers011jac,
Josh Sanders,22,2024,Texas Tech,Big 12,5,1,0.833,3.33,27,0,,0,0,2,46,40,19,17,5,11,2,42,8,0,3,194,1.109,7.8,1,2.2,8.2,3.82,,player.fcgi?id=sander005jos,
Brady Trombello,19,2024,Texas Tech,Big 12,1,0,1,0,1,1,,0,0,0,4,4,0,0,0,0,0,4,0,0,1,16,1,9,0,0,9,,,player.fcgi?id=trombe000bra,
Jack Washburn,23,2024,Texas Tech,Big 12,2,1,0.667,6.29,13,7,,0,0,0,34.1,41,26,24,5,25,1,36,2,0,3,168,1.922,10.7,1.3,6.6,9.4,1.44,,player.fcgi?id=washbu000jac,
Logan Addison,19,2025,Texas Tech,Big 12,0,0,,,1,0,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,,,,,,0,,player.fcgi?id=addiso001log,
Daniel Bass,21,2025,Texas Tech,Big 12,0,0,,13.5,5,0,,0,0,0,4,6,7,6,1,7,0,7,4,0,1,29,3.25,13.5,2.3,15.8,15.8,1,,player.fcgi?id=bass--002dan,
Carson Baugh*,22,2025,Texas Tech,Big 12,0,0,,1.5,6,0,,0,0,0,6,2,1,1,1,7,0,6,2,0,0,27,1.5,3,1.5,10.5,9,0.86,,player.fcgi?id=baugh-000car,
Logan Bevis,20,2025,Texas Tech,Big 12,3,0,1,7.04,15,0,,0,0,0,23,22,19,18,4,14,0,12,5,0,5,109,1.565,8.6,1.6,5.5,4.7,0.86,,player.fcgi?id=bevis-000log,
Ty Boudreau,22,2025,Texas Tech,Big 12,1,4,0.2,6.65,13,10,,0,0,0,47.1,47,37,35,9,23,0,49,3,0,2,212,1.479,8.9,1.7,4.4,9.3,2.13,,player.fcgi?id=bordea000ty-,
Jackson Burns,19,2025,Texas Tech,Big 12,0,1,0,27,1,1,,0,0,0,0.2,2,3,2,0,3,0,1,0,0,0,7,7.5,27,0,40.5,13.5,0.33,,player.fcgi?id=burns-008jac,
